Date,contract,name,Delegator APR,Validator APR,Stake Balance,Base Stake,locked,Stake percent,Service fee,Delegation cap,Top up,Number of active nodes,Total number of nodes,Number of delegators,identity,featured,explorerURL,location,rank,score,Check cap if full
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,Smart Chain Connection,10.29,13.06,43858337498586464905800,20000000000000000000000,43858313502174982360192,0.36,1000.0,0,23858313502174982360192,8,8.0,1461.0,smartchaincnx,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,"Oregon, USA",41,840,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,Mr.Reboot,13.9,13.91,4099805236555936731568,2500000000000000000000,4099963633946024586033,0.03,10.0,4100000000000000000000,1599963633946024586033,1,2.0,478.0,newstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,,131,120,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,Cavaleria Staking,11.75,13.06,21988421567817217692896,10000000000000000000000,21986848620131614155516,0.18,1000.0,22000000000000000000000,11986848620131614155516,4,6.0,2746.0,cavaleria,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,,66,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,WAVENODE,11.99,14.1,7765447566530447053064,5000000000000000000000,7765447566530447053064,0.06,1500.0,13000000000000000000000,2765447566530447053064,2,3.0,638.0,wavenode,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,,97,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Incal (16 nodes)âï¸,13.35,14.68,55652899454446127960499,47500000000000000000000,63465259421942188516119,0.52,800.0,55650000000000000000000,15965259421942188516119,19,20.0,1927.0,incal,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Decentralized,32,2279,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdhllllsfymgpz,â¡ï¸Tortuga Stakingâ¡ï¸,10.0,15.0,9288414707405382967463,7500000000000000000000,9288414707405382967461,0.07,1.0,11000000000000000000000,1788414707405382967461,3,4.0,919.0,tortugax,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdhllllsfymgpz,Sibiu-Romania,93,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,ð¨ðµ Kevin â¡ï¸,9.3,15.5,2785898960289213027777,2500000000000000000000,2785898960289213027777,0.02,4000.0,0,285898960289213027777,1,1.0,45.0,kevinlallement,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,France,251,120,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Woodstock Fund,11.16,12.4,37333819423730148063359,12500000000000000000000,37333819423730148063355,0.3,1000.0,50000000000000000000000,24833819423730148063355,5,5.0,761.0,woodstockfund,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Cayman Islands,47,600,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,Aerovek Staking Agency,11.1,13.06,27499999933546565803536,12500000000000000000000,27499999933546565803535,0.22,1500.0,27500000000000000000000,14999999933546565803535,5,5.0,1978.0,aerovek,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,,55,590,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf0lllls98s48j,New Age Staking,15.93,15.83,7678780322392727035618,10000000000000000000000,10437780322392727035617,0.08,1.0,7501000000000000000000,437780322392727035617,4,3.0,4.0,n_a_s,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf0lllls98s48j,,85,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,Sikka,13.44,15.45,45000783215868122562682,40000000000000000000000,45000709137084004222112,0.37,1300.0,45001000000000000000000,5000709137084004222112,16,20.0,2963.0,sikka_tech,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,"Berkeley, CA",40,1919,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,Alchemist Stake,12.33,13.7,153370634677559644227852,87500000000000000000000,153370625451048152526820,1.26,1000.0,157000000000000000000000,65870625451048152526820,35,42.0,7545.0,stakeborg,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,,18,4200,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,Empress Staking ð¥ 1 percent fee until 2024 ð¥,12.9,13.03,200036741400666775595104,90000000000000000000000,200036641113077409632736,1.65,100.0,200035000000000000000000,110036641113077409632736,36,41.0,7838.0,empress_genmei,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,https://t.me/empress_staking,11,4320,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,Easy 2 Stake,12.2,14.35,28998627372973052065713,20000000000000000000000,28998627372973052065712,0.23,1500.0,29000000000000000000000,8998627372973052065712,8,12.0,1665.0,easy2stake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,,54,960,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,StakeCON,12.08,13.06,21969213122634262001163,10000000000000000000000,21969213122634262001160,0.18,750.0,26500000000000000000000,11969213122634262001160,4,5.0,982.0,stakecon,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,"Sibiu, Romania",67,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Equinoxe Capital,12.57,12.57,136562243467412776607102,50000000000000000000000,136562243467412776607100,1.12,1.0,0,86562243467412776607100,20,26.0,1597.0,equinoxecapital,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Romania,19,2399,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Cryptobizz,12.47,14.67,3347134073871166322513,2500000000000000000000,3347134073871166322513,0.02,1500.0,10000000000000000000000,847134073871166322513,1,1.0,241.0,cryptobizz,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Sibiu,222,120,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhlllllsr6pyml,MyCointainer,11.86,13.18,10468604141633169196912,5000000000000000000000,10468604141633169196912,0.08,1000.0,0,5468604141633169196912,2,2.0,667.0,myc_devops,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhlllllsr6pyml,,84,240,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,Moonlorian Stake,11.6,12.89,23517162513910514271334,10000000000000000000000,23517162513910514271332,0.19,1000.0,23950000000000000000000,13517162513910514271332,4,4.0,665.0,moonlorianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,www.moonlorian.com/stake,63,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Galaxy Staking,12.5,15.04,18442836607841019601117,15000000000000000000000,18436836607841019601116,0.15,22.0,18765432100000000000000,3436836607841019601116,6,6.0,1370.0,galaxyone,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Romania,74,600,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,Rohanstake,11.12,15.89,15497995438516374633947,15000000000000000000000,15497995438516374633942,0.12,3000.0,30000000000000000000000,497995438516374633942,6,6.0,110.0,rohanstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,,77,720,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,Trust the Netherlands,12.11,14.25,3726359559656497258783,2500000000000000000000,3726359559656497258783,0.03,1500.0,0,1226359559656497258783,1,1.0,237.0,truststakingne,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,The Netherlands,219,120,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,stakeGEN,12.79,14.21,18838712929770214520910,12500000000000000000000,18838700388858447687670,0.15,1000.0,30000000000000000000000,6338700388858447687670,5,11.0,1403.0,stakegen,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,"United Kingdom, London",72,600,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,PXR Staking,14.28,14.28,3699999113739375961752,2500000000000000000000,3699999113739375961752,0.03,0.0,3700000000000000000000,1199999113739375961752,1,1.0,30.0,pxr_staking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,,220,120,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,Staked,10.33,12.15,77287162704053730278822,22500000000000000000000,77287162704053730278814,0.63,1500.0,0,54787162704053730278814,9,10.0,716.0,stakedinc,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,http://staked.us,28,1080,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,AUDIT.one,12.61,14.01,31892491043509312139665,20000000000000000000000,31892491043509312139664,0.26,1000.0,32000000000000000000000,11892491043509312139664,8,8.0,1888.0,auditone,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,https://audit.one,52,960,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,D1fferent Capital,11.46,12.32,31158847891654524896981,10000000000000000000000,31158847891654524896980,0.25,700.0,100000000000000000000000,21158847891654524896980,4,4.0,1275.0,d1fferent,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,,53,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,P2P Validator,12.23,13.59,77059712758682759932236,42500000000000000000000,77059712758682759932227,0.63,1000.0,80000000000000000000000,34559712758682759932227,17,17.0,973.0,p2p_org_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,Milky Way,29,2039,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Aurentum GmbH,12.47,15.74,26558416135375972544818,25000000000000000000000,26557091485375972544810,0.21,100.0,26570000000000000000000,1557091485375972544810,10,11.0,1315.0,aurentum,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Germany,58,960,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,InfStones,10.18,11.57,27078489361906631191545,5000000000000000000000,27078489361906631191544,0.22,1200.0,0,22078489361906631191544,2,2.0,164.0,infstonescom,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,"Dallas, TX",57,240,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,Ape Staking,11.85,13.43,4792944722967178659203,2500000000000000000000,4792944722967178659203,0.03,1175.0,5500000000000000000000,2292944722967178659203,1,1.0,261.0,apestaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,"The Elrond Blockchain, thus everywhere!",115,120,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,Robot Stake,14.96,15.91,17999999578647914384574,17500000000000000000000,17999999578647914384571,0.14,600.0,18000000000000000000000,499999578647914384571,7,7.0,843.0,robotstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,,75,840,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnlllllsja3cq7,Allstar.io,13.55,14.56,10300639445200351252173,7500000000000000000000,10300639445200351252173,0.08,699.0,10300000000000000000000,2800639445200351252173,3,3.0,740.0,allstario,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnlllllsja3cq7,,86,359,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,ImpactStaking,12.75,14.49,7000651783528177147789,5000000000000000000000,7000651783528177147788,0.05,1200.0,7000000000000000000000,2000651783528177147788,2,3.0,666.0,impactstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,Planet Earth,103,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp8lllls9jsunl,Oxsy AI,15.79,16.05,5263262351880631034164,92500000000000000000000,92763262351880631034164,0.76,0.0,5000000000000000000000,263262351880631034164,37,2.0,7.0,oxsy,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp8lllls9jsunl,"Sibiu, Romania",23,5140,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqphllllsndz99p,Chain State Labs,12.65,14.06,196489982596701249221493,125000000000000000000000,196489982596701249221450,1.62,1000.0,196500000000000000000000,71489982596701249221450,50,50.0,1522.0,cslabsio,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqphllllsndz99p,,12,6000,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqplllllscktaww,IELEMAN,13.75,15.58,27379874744897447301468,25000000000000000000000,27379874744897447301460,0.22,200.0,27255000000000000000000,2379874744897447301460,10,12.0,242.0,ieleman,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqplllllscktaww,Romania,56,1080,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhllllsajxzat,Staking Agency,12.79,15.04,558457886202677446847295,455000000000000000000000,558457845258221766159848,4.6,1500.0,600000000000000000000000,103457845258221766159848,182,182.0,13949.0,staking_agency,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhllllsajxzat,Romania,4,21839,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,Alchemy Capital,13.53,15.73,42546627974307626342649,40000000000000000000000,42546626771887390489200,0.35,1399.0,42500000000000000000000,2546626771887390489200,16,19.0,2886.0,alchemycapital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,Planet Earth,42,1919,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr0llllsj732py,goldtree,15.8,15.9,2625000000000000000000,5000000000000000000000,5154000000000000000000,0.04,0.0,2625000000000000000000,154000000000000000000,2,1.0,6.0,goldtree,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr0llllsj732py,"Germany, Europe",108,240,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,Titan Stake,12.19,14.75,65660491150481309398348,50000000000000000000000,65659491150481309398340,0.54,1300.0,68000000000000000000000,15659491150481309398340,20,20.0,1739.0,titanstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,"Sibiu, Romania",30,2279,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrhlllls062tu4,Istari Vision,11.17,13.46,648911903956678135627943,342500000000000000000000,648919040835222787495366,5.35,1700.0,0,306419040835222787495366,137,137.0,5323.0,istari_vision,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrhlllls062tu4,Switzerland & Germany,3,16439,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,RosettaStake,13.85,15.45,45599812875373942302492,45000000000000000000000,50599812875373942302480,0.41,1000.0,45600000000000000000000,5599812875373942302480,18,16.0,3309.0,rosettastake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,,37,1919,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs0llllsk20gh7,TwinsofT,9.77,14.66,10065974682399001689516,7500000000000000000000,10065974682399001689516,0.08,1.0,15000000000000000000000,2565974682399001689516,3,3.0,1304.0,twinsoft,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs0llllsk20gh7,"Sibiu, Romania",87,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs8llllsa3xsu3,FriendsStaking,13.63,15.15,2999416764356786477000,2500000000000000000000,2999416764356786477000,0.02,1000.0,3000000000000000000000,499416764356786477000,1,1.0,114.0,friendsstaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs8llllsa3xsu3,,241,120,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqshllllstw5f20,Honest Scales Staking,10.78,12.68,6469240152118871527388,2500000000000000000000,6469240152118871527388,0.05,1500.0,10000000000000000000000,3969240152118871527388,1,1.0,110.0,honestscales,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqshllllstw5f20,,104,120,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt0llllsescm7x,Bware Labs,14.05,14.79,13009766289650304897597,10000000000000000000000,13009766289650304897596,0.1,500.0,13010000000000000000000,3009766289650304897596,4,4.0,791.0,bwarelabs,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt0llllsescm7x,Bucharest,80,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt8llllsjt3r4f,COWRYBASÎ,11.92,14.02,7949018818843002682585,5000000000000000000000,7949018818843002682584,0.06,1500.0,21000000000000000000000,2949018818843002682584,2,2.0,506.0,cowrybase,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt8llllsjt3r4f,Switzerland,95,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqthllllsy5r6rh,RisaSoft Staking,11.5,12.78,18528734995380500211039,7500000000000000000000,18528727079398757353818,0.15,1000.0,24000000000000000000000,11028727079398757353818,3,3.0,1387.0,risasoft,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqthllllsy5r6rh,"Milwaukee, WI",73,359,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,Blockdaemon,11.08,12.32,54612641537389947303313,17500000000000000000000,54612641537389947303313,0.45,1000.0,0,37112641537389947303313,7,7.0,412.0,bd_validators,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,,35,840,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqullllls6uyu9r,NTH Inc,7.97,15.95,5107979976651218006052,5000000000000000000000,5107968915401931050184,0.04,1.0,6000000000000000000000,107968915401931050184,2,2.0,506.0,nethus,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqullllls6uyu9r,Romania,109,120,1.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv8lllls3ydk0k,stakecamp,12.66,14.07,23491732156057744651255,15000000000000000000000,23491729667262212327724,0.19,1000.0,25000000000000000000000,8491729667262212327724,6,10.0,1701.0,stakecamp,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv8lllls3ydk0k,"Czech Republic, Prague",64,720,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvhlllls8ml0eg,Nic Staking,12.23,14.39,7181024959866174820339,5000000000000000000000,7181024959866174820338,0.05,1500.0,8000000000000000000000,2181024959866174820338,2,6.0,292.0,nictherick,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvhlllls8ml0eg,Germany,101,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvlllllsvqkhj8,Trust Staking Switzerland,12.3,14.47,7026722688793896104044,5000000000000000000000,7026722688793896104044,0.05,1500.0,14000000000000000000000,2026722688793896104044,2,5.0,401.0,truststakingsw,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvlllllsvqkhj8,Switzerland,102,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqw0llllsxgvqad,â¡ï¸Disruptive Unlimitedâ¡ï¸,12.77,13.44,9526720904025836565263,5000000000000000000000,9526720904025836565262,0.07,500.0,0,4526720904025836565262,2,2.0,379.0,disruptiveultd,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqw0llllsxgvqad,Romania,92,240,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwhllllsmvhpqu,ð Chief Engineer Stakingâ,11.96,13.29,20126251997384487581954,10000000000000000000000,20126243028808959607432,0.16,1000.0,22500000000000000000000,10126243028808959607432,4,4.0,783.0,chiefeng,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwhllllsmvhpqu,Romania,70,480,0.0
2022-05-15,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwlllllssh7etn,MoneyDigital,11.97,13.3,10024382189726011414146,5000000000000000000000,10024382189726011414146,0.08,999.0,11000000000000000000000,5024382189726011414146,2,4.0,613.0,moneydigital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwlllllssh7etn,EU,88,240,0.0
